,1.0,0.5,0.4,0.3,0.2,0.1,0.05,0.01,0.001,0.0001,1e-05,1e-06
0,8,8,8,8,8,14,14,32,9,91,98,98
1,17,17,17,17,17,23,23,79,20,131,198,198
2,24,24,24,24,24,30,30,112,31,180,296,296
3,33,33,33,33,33,39,39,157,49,217,394,389
4,42,42,42,42,42,48,48,172,81,248,491,485
5,53,53,53,53,53,59,59,183,117,266,589,581
6,60,60,60,60,60,66,66,190,157,282,688,679
7,70,70,70,70,70,76,76,200,190,303,788,776
8,79,79,79,79,79,85,85,209,229,322,872,875
9,85,85,85,85,85,91,91,215,263,334,958,970
10,92,92,92,92,92,98,98,222,284,353,1034,1066
11,100,100,100,100,100,106,106,230,323,373,1102,1164
12,112,112,112,112,112,118,118,242,345,390,1173,1259
13,116,116,116,116,116,122,122,246,379,405,1244,1356
14,126,126,126,126,126,132,132,256,402,424,1301,1452
15,137,137,137,137,137,143,143,267,414,437,1336,1549
16,144,144,144,144,144,150,150,274,430,454,1360,1646
17,160,160,160,160,160,166,166,290,444,481,1394,1740
18,168,168,168,168,168,174,174,298,463,502,1418,1836
19,175,175,175,175,175,181,181,305,483,530,1450,1932
20,184,184,184,184,184,190,190,314,492,554,1470,2030
21,191,191,191,191,191,197,197,321,499,580,1491,2125
22,198,198,198,198,198,204,204,328,506,609,1513,2222
23,209,209,209,209,209,215,215,339,517,636,1533,2316
24,219,219,219,219,219,225,225,349,527,661,1556,2413
25,228,228,228,228,228,234,234,358,536,694,1577,2513
26,238,238,238,238,238,244,244,368,546,719,1606,2607
27,253,253,253,253,253,259,259,383,561,738,1630,2703
28,261,261,261,261,261,267,267,391,569,765,1650,2797
29,271,271,271,271,271,277,277,401,579,784,1662,2893
30,281,281,281,281,281,287,287,411,589,807,1678,2989
31,287,287,287,287,287,293,293,417,595,839,1693,3084
32,298,298,298,298,298,304,304,428,606,861,1707,3184
33,311,311,311,311,311,317,317,441,619,886,1722,3278
34,323,323,323,323,323,329,329,453,631,907,1737,3374
35,329,329,329,329,329,335,335,459,637,933,1751,3469
36,341,341,341,341,341,347,347,471,649,959,1776,3567
37,350,350,350,350,350,356,356,480,658,986,1789,3660
38,362,362,362,362,362,368,368,492,670,1022,1805,3758
39,370,370,370,370,370,376,376,500,678,1047,1818,3852
40,383,383,383,383,383,389,389,513,691,1074,1837,3943
41,390,390,390,390,390,396,396,520,698,1100,1853,4042
42,397,397,397,397,397,403,403,527,705,1128,1867,4137
43,408,408,408,408,408,414,414,538,716,1159,1878,4235
44,419,419,419,419,419,425,425,549,727,1188,1893,4334
45,424,424,424,424,424,430,430,554,732,1213,1902,4428
46,435,435,435,435,435,441,441,565,743,1242,1916,4524
47,443,443,443,443,443,449,449,573,751,1276,1927,4621
48,452,452,452,452,452,458,458,582,760,1304,1943,4716
49,460,460,460,460,460,466,466,590,768,1333,1955,4812
50,470,470,470,470,470,476,476,600,778,1359,1963,4911
51,479,479,479,479,479,485,485,609,787,1399,1975,5008
52,491,491,491,491,491,497,497,621,799,1432,1983,5104
53,502,502,502,502,502,508,508,632,810,1467,1996,5202
54,514,514,514,514,514,520,520,644,822,1500,2009,5300
55,525,525,525,525,525,531,531,655,833,1528,2017,5400
56,536,536,536,536,536,542,542,666,844,1563,2032,5494
57,544,544,544,544,544,550,550,674,852,1588,2045,5591
58,556,556,556,556,556,562,562,686,864,1617,2056,5687
59,568,568,568,568,568,574,574,698,876,1648,2062,5786
60,577,577,577,577,577,583,583,707,885,1675,2071,5879
61,587,587,587,587,587,593,593,717,895,1706,2084,5972
62,598,598,598,598,598,604,604,728,906,1740,2096,6071
63,606,606,606,606,606,612,612,736,914,1774,2103,6167
64,619,619,619,619,619,625,625,749,927,1797,2109,6264
65,630,630,630,630,630,636,636,760,938,1823,2120,6357
66,636,636,636,636,636,642,642,766,944,1854,2128,6452
67,650,650,650,650,650,656,656,780,958,1875,2141,6551
68,659,659,659,659,659,665,665,789,967,1915,2144,6651
69,672,672,672,672,672,678,678,802,980,1944,2151,6751
70,680,680,680,680,680,686,686,810,988,1980,2155,6851
71,689,689,689,689,689,695,695,819,997,2018,2163,6949
72,701,701,701,701,701,707,707,831,1009,2049,2170,7048
73,711,711,711,711,711,717,717,841,1019,2083,2176,7148
74,719,719,719,719,719,725,725,849,1027,2119,2187,7248
75,730,730,730,730,730,736,736,860,1038,2154,2202,7326
76,740,740,740,740,740,746,746,870,1048,2188,2212,7402
77,750,750,750,750,750,756,756,880,1058,2217,2218,7485
78,765,765,765,765,765,771,771,895,1073,2235,2230,7569
79,773,773,773,773,773,779,779,903,1081,2271,2236,7655
80,785,785,785,785,785,791,791,915,1093,2303,2243,7742
81,797,797,797,797,797,803,803,927,1105,2339,2253,7824
82,806,806,806,806,806,812,812,936,1114,2369,2262,7914
83,818,818,818,818,818,824,824,948,1126,2402,2268,7975
84,826,826,826,826,826,832,832,956,1134,2435,2271,8039
85,837,837,837,837,837,843,843,967,1145,2471,2274,8105
86,847,847,847,847,847,853,853,977,1155,2518,2284,8162
87,858,858,858,858,858,864,864,988,1166,2561,2294,8211
88,869,869,869,869,869,875,875,999,1177,2602,2299,8270
89,878,878,878,878,878,884,884,1008,1186,2629,2305,8323
90,887,887,887,887,887,893,893,1017,1195,2654,2311,8382
91,897,897,897,897,897,903,903,1027,1205,2693,2316,8432
92,909,909,909,909,909,915,915,1039,1217,2723,2326,8491
93,919,919,919,919,919,925,925,1049,1227,2766,2331,8554
94,930,930,930,930,930,936,936,1060,1238,2807,2339,8618
95,937,937,937,937,937,943,943,1067,1245,2850,2342,8667
96,950,950,950,950,950,956,956,1080,1258,2885,2353,8724
97,959,959,959,959,959,965,965,1089,1267,2927,2357,8779
98,969,969,969,969,969,975,975,1099,1277,2967,2373,8833
99,980,980,980,980,980,986,986,1110,1288,3012,2379,8889
